0101	239,145,330,337,239,21,330,57,337,57,145,21
0102	172,200,88,1,172,123,200,318,123,88,1,318
0103	255,148,95,252,179,255,111,95,179,252,111,148
0104	201,335,308,270,212,270,335,19,201,19,212,308
0105	126,49,32,248,120,49,126,120,317,248,32,317
0106	91,243,38,54,51,55,51,54,38,243,55,91
0107	323,251,194,336,251,198,323,194,50,336,198,50
0108	203,282,304,40,346,304,203,282,242,346,242,40
0109	260,67,355,293,15,90,355,15,90,67,260,293
0110	34,140,81,101,340,81,140,34,340,33,101,33
0111	353,129,247,129,347,247,150,80,150,353,347,80
0112	166,315,134,107,100,259,107,100,315,259,166,134
0113	6,52,301,52,349,178,6,349,297,178,301,297
0114	168,187,85,168,85,305,350,305,350,10,187,10
0115	236,294,253,115,273,236,61,294,61,273,253,115
0116	207,287,209,99,72,284,99,207,209,72,284,287
0117	122,7,160,7,303,250,303,174,160,250,122,174
0118	112,70,92,42,104,181,42,181,104,92,112,70
0119	189,13,292,338,277,141,13,277,292,189,338,141
0120	183,11,79,343,321,188,183,321,343,79,188,11
0121	307,163,36,163,307,328,175,35,36,35,328,175
0122	73,302,125,73,325,269,2,269,2,302,125,325
0123	78,309,235,0,165,238,78,235,0,309,238,165
0124	274,241,265,241,62,130,62,237,274,237,130,265
0125	339,86,339,86,108,276,12,108,137,276,12,137
0126	20,225,263,320,153,320,227,153,225,227,20,263
0127	48,151,167,326,228,151,48,167,266,228,326,266
0128	169,37,354,37,226,192,155,169,354,226,155,192
0129	8,119,131,119,313,39,8,152,39,313,152,131
0130	202,267,41,128,267,202,332,186,128,332,186,41
0131	110,173,98,244,22,191,98,244,191,110,173,22
0201	4,94,215,4,94,230,316,182,230,215,182,316
0202	14,117,113,23,256,218,14,113,23,256,117,218
0203	133,289,68,289,295,341,133,280,341,295,68,280
0204	118,221,158,154,158,154,24,118,221,164,24,164
0205	281,132,281,16,300,31,64,132,300,31,16,64
0206	333,161,333,161,205,214,87,93,214,87,205,93
0207	53,288,157,288,229,344,229,245,53,157,344,245
0208	102,234,306,234,96,102,319,136,306,136,319,96
0209	71,310,324,210,103,351,210,103,351,71,310,324
0210	257,156,216,116,59,109,216,116,156,109,257,59
0211	149,135,291,147,271,83,135,271,83,291,149,147
0212	27,231,27,180,231,298,311,44,180,298,311,44
0213	46,97,279,220,176,46,220,97,3,176,3,279
0214	314,232,314,232,197,200,275,26,200,275,26,197
0215	345,121,246,196,21,329,345,21,196,121,329,246
0216	69,219,74,296,82,69,208,219,296,208,74,82
0217	63,28,213,283,142,283,211,142,63,28,211,213
0218	248,144,262,114,261,262,114,144,9,261,9,248
0219	212,123,29,47,57,56,47,56,57,123,29,212
0220	348,124,217,206,327,124,327,255,206,255,348,217
0221	346,308,76,17,51,17,346,58,51,308,58,76
0222	120,106,293,179,184,106,120,293,45,179,184,45
0223	323,251,299,264,299,75,323,75,264,185,251,185
0224	81,286,150,88,335,177,335,81,88,150,286,177
0225	146,336,162,342,223,146,1,223,1,162,342,336
0226	222,224,105,224,60,19,140,105,222,140,19,60
0227	34,254,260,254,95,32,65,95,260,65,32,34
0228	240,290,259,195,258,240,331,195,290,259,331,258
0229	90,139,268,287,61,50,61,268,139,90,50,287
0301	168,273,52,38,40,284,38,52,40,273,168,284
0302	350,172,112,25,172,129,350,55,129,25,55,112
0303	292,183,115,355,126,183,198,292,126,198,355,115
0304	15,330,148,77,330,138,277,138,77,277,148,15
0305	91,127,134,80,340,125,134,91,340,80,125,127
0306	203,249,203,302,269,85,269,278,85,249,302,278
0307	304,207,18,235,322,235,304,207,18,143,322,143
0308	73,160,272,66,111,73,101,111,160,101,66,272
0309	89,239,30,89,70,43,70,318,239,318,43,30
