0101	232,67,313,175,67,341,342,236,341,236,154,176,34,154,313,177,232,134,176,34,134,175,177,342
0102	155,185,30,174,155,319,54,71,337,169,299,3,235,299,3,169,337,54,185,71,30,319,235,174
0103	294,162,116,189,42,207,355,162,189,61,159,355,340,42,116,61,294,65,9,65,159,207,9,340
0104	187,318,168,132,304,44,16,70,334,16,318,168,132,70,334,4,242,44,303,242,187,303,304,4
0105	127,121,17,127,43,17,256,93,183,2,50,256,50,295,183,257,43,2,279,93,257,121,279,295
0106	212,62,330,221,20,234,233,74,62,160,170,20,330,234,221,351,212,309,74,233,170,160,351,309
0107	77,107,28,245,172,117,259,77,184,68,320,117,68,107,245,28,172,239,85,320,239,259,184,85
0108	353,78,280,151,53,352,151,273,86,281,352,281,179,158,179,78,86,353,53,79,158,79,273,280
0109	51,186,325,190,224,41,190,51,47,224,243,23,218,325,248,84,23,186,248,218,47,243,84,41
0110	217,31,326,39,350,104,197,270,31,261,130,261,69,270,130,326,69,197,350,104,73,39,217,73
0111	10,247,81,200,27,209,204,247,283,32,81,204,283,75,201,209,201,32,315,10,75,315,27,200
0112	99,202,230,138,46,202,63,110,254,99,7,138,83,46,254,83,230,110,29,7,63,182,29,182
0113	126,210,264,331,12,37,331,220,225,300,14,210,163,220,12,126,264,163,13,14,300,225,37,13
0114	252,263,249,252,278,258,284,131,284,52,173,323,278,131,323,249,194,298,263,194,298,52,258,173
0115	213,193,114,240,228,354,333,213,140,141,1,333,114,354,193,327,141,327,349,228,140,240,1,349
0116	289,102,87,223,106,6,223,106,241,5,241,181,195,246,33,87,246,289,6,102,5,181,33,195
0117	60,321,60,19,8,105,251,49,148,192,288,339,8,192,19,49,321,57,105,148,339,288,251,57
0118	269,324,211,108,293,119,171,324,111,139,255,119,255,211,293,111,269,139,120,317,120,317,171,108
0119	328,45,144,347,48,290,306,45,205,124,222,343,205,347,328,48,290,306,144,222,343,95,124,95
0120	149,122,292,191,115,58,149,311,286,58,338,122,97,345,115,311,92,338,286,191,292,345,92,97
0121	94,219,285,301,21,96,128,219,128,260,244,285,96,260,103,94,305,244,198,301,103,21,305,198
0122	100,196,229,267,307,36,267,143,271,307,268,36,178,229,178,268,123,135,100,123,271,143,135,196
0123	34,154,216,11,275,109,24,146,216,291,199,277,34,199,146,11,291,24,277,176,154,176,275,109
